region_id,mean,region_name
DZA.16.481,9.17,Ain Oussera
DZA.16.490,6.05,Djelfa
DZA.16.503,21.85,Messaad
DZA.16.R2b0f3efac5e481d2,33.95,El Djelfa
DZA.16.Rafdec8eb83d854c3,10.8,El Djelfa
DZA.17.518,26.78,Brezina
DZA.17.521,7.34,El Bayadh
DZA.17.523,35.35,El Bnoud
DZA.17.R07324a6d1a204546,19.5,El Bayad|El Beyyadh|Gryville
DZA.18.535,42.05,Bayadha
DZA.18.536,35.94,Ben Guecha
DZA.18.539,44.93,Douar El Ma
DZA.18.540,50.16,El M'Ghair
DZA.18.541,46.33,El Ogla
DZA.18.542,38.01,El Oued
DZA.18.562,37.48,Taleb Larbi
DZA.18.R4b9cd76783441d7d,48.74,El Ouadi|El Wad
DZA.18.R51acd252d4ab3b38,37.87,El Ouadi|El Wad
DZA.18.R96662761920f9573,41.98,El Ouadi|El Wad
DZA.18.Ra38d6e0b8dfb6940,50.11,El Ouadi|El Wad
DZA.18.Ra48a50e69fd0b333,49.14,El Ouadi|El Wad
DZA.18.Ra8407e7f990dcf15,47.58,El Ouadi|El Wad
DZA.18.Rcc03186fad6e484d,44.97,El Ouadi|El Wad
DZA.19.R1e3471172503d375,2.4,Et Tarf|El Taref
DZA.19.R682ceb41148b728c,1.29,Et Tarf|El Taref
DZA.2.R3c63226826a021cd,6.79,Ain Dafla
DZA.2.Ra1783ef40c7118b9,8.9,Ain Dafla
DZA.2.Rdc7766dfd8ad4c4b,9.89,Ain Dafla
DZA.20.590,44.19,Bounoura
DZA.20.594,49.29,El Meniaa
DZA.20.595,43.39,Ghardaia
DZA.20.597,60.61,Hassi Gara
DZA.20.R665f7644e595f383,45.75,GhardaSa|Gharday
DZA.20.Rab447fbc18eb68c4,47.88,GhardaSa|Gharday
DZA.21.619,1.37,Guelma
DZA.21.R3d50dc5a7bedba0b,0.02,Hammam N'Bail; Oued Cheham; Khezzara; El Fedjoudj; Roknia; Ain Ben Beida; Selaoua Announa; Ras El Agba; Bouati Mahmoud; Medjaz Sfa; Tamlouka; Nechemaya; Helliopolis; Ain Larbi; Ain Rekada; Oued Fragha; Kalaat Bousbaa; Bouchekouf; Djebala El Khemissi; Belkheir; Hammam Debagh; Beni Mezline; Medjaz Ammar; Bou Hamdane; Bordj Sebbat; Boumahra Ahmed; Houari Boumediene; Ben Djerrah; Oued Zenati; Dahouara; Bou Hachana; Ain Sandel; Ain Makhlouf
DZA.22.636,33.8,Bordj El Haouasse
DZA.22.637,61.57,Bordj Omar Driss
DZA.22.638,46.98,Debdeb
DZA.22.639,36.66,Djanet
DZA.22.640,54.15,Illizi
DZA.22.641,45.83,In Amenas
DZA.23.657,4.7,Jijel
DZA.23.663,-3.37,Selma Benziada
DZA.23.667,4.84,Taher
DZA.23.R4f48e85b3ce9bb51,1.36,Djidjel| Djidjelli
DZA.24.681,2.1,Kais
DZA.24.682,4.05,Khenchela
DZA.24.R65acef8eac3cf9f2,2.96,Khenchela
DZA.24.R9009fc4f2cb2033a,11.18,Khenchela
DZA.24.Re0d96e88488c6b4d,1.15,Khenchela
DZA.25.691,6.08,Aflou
DZA.25.701,30.47,Hassi Delaa
DZA.25.705,20.14,Laghouat
DZA.25.R082c81b504df4c40,17.68,Mekhareg; Oued M'Zi; El Beidha; Tadjemout; Gueltat Sidi Saad; Sidi Bouzid; Oued Mora; Sidi Makhlouf; Ain Sidi Ali; Sebgag; Brida; Hadj Mechri; El Ghicha; El Assafia; Taouala; Ksar Hirane; Kheneg; Tadjrouna; Hassi R'Mel
DZA.25.Rcdd730b8ea667f99,20.98,Ain Madhi; El Haouaita
DZA.26.726,8.8,Bou Saada
DZA.26.727,6.39,Bouti Sayeh
DZA.26.737,14.34,M'Sila
DZA.26.R52137ba3280ede3b,5.22,Msila
DZA.26.R70e2da2c25f9becf,11.44,Msila
DZA.26.R7779d54e300f8277,3.48,Msila
DZA.26.Ree07b2a2535640fb,12.36,Msila
DZA.27.791,4.18,Mascara
DZA.27.804,4.84,Sig
DZA.27.R5d1887ba7a79713f,4.38,Mouaskar
DZA.27.Re0a7e95c2c8223c3,5.01,Mouaskar
DZA.28.839,4.59,Ksar El Boukhari
DZA.28.840,2.64,Medea
DZA.28.R431b3e13f6ffec2a,3.58,El Mediyya|Lemdiyya
DZA.28.R47eb85da9244ddbe,1.26,El Mediyya|Lemdiyya
DZA.29.R06cfc67fc82f7b90,1.81,Sidi Khelifa; Ahmed Rachedi; Oued Seguen; El Mechira; Chelghoum Laid; Derradji Bousselah; Oued Athmenia; Ain Tine; Bouhatem; Ain Mellouk; Benyahia Abderrahmane; Tadjenanet; Teleghma; Ouled Khelouf
DZA.29.R4c3faff2d8bb375e,0.52,Minar Zarza; Mila; Elayadi Barbes; Yahia Beniguecha; Ferdjioua; Terrai Bainnane; Ain Beida Harriche; Tiberguent; Oued Endja; Tassadane Haddada; Hamala; Tessala Lamtai; Cheraga; Amirat Arres; Grarem Gouga; Sidi Merouane; Zeghaia; Rouached
DZA.30.921,4.85,Mostaganem
DZA.30.R2dd868b409b1abcd,5.72,Mostaghanem|Mestghanem
DZA.31.938,12.56,Ain Safra
DZA.31.942,2.37,Kasdir
DZA.31.944,7.01,Mecheria
DZA.31.Rd80d12e291c7cea5,12.6,Naama
DZA.32.952,1.61,Arzew
DZA.32.970,1.97,Oran
DZA.32.R2eead05a980b36f1,1.85,Orn|Orano|Oro|Ouahran|Ouahrane|Wahran
DZA.32.R3cc4f4d323d54a22,1.26,Orn|Orano|Oro|Ouahran|Ouahrane|Wahran
DZA.32.R4df1b53a4e78f758,1.34,Orn|Orano|Oro|Ouahran|Ouahrane|Wahran
DZA.33.979,55.23,El Borma
DZA.33.982,62.91,Hassi Messaoud
DZA.33.984,49.41,Megarine
DZA.33.992,46.3,Tebesbest
DZA.33.R2f1400f84c314312,48.26,Wargla
DZA.33.R62a5d6ed7a618d00,50.49,Wargla
DZA.33.R952ba61ccfdcd859,54.3,Wargla
DZA.33.Rdd92671bfabc37e7,60.1,Wargla
DZA.34.1001,1.91,Ain M'Lila
DZA.34.997,1.82,Ain Beida
DZA.34.R10f18f607be47674,1.62,Oum el Bouagui|Canrobert
DZA.34.Ree8f8d02014c4f22,2.1,Oum el Bouagui|Canrobert
DZA.35.1054,9.29,Relizane
DZA.35.Rfd617708ad2f2b25,8.9,Ghelizane|Ghilizane
DZA.36.1064,5.58,Ain Sekhouna
DZA.36.1069,3.56,Maamora
DZA.36.1073,3.95,Saida
DZA.36.R663265bf0f5db301,2.91,Doui Thabet; Sidi Ahmed; Moulay Larbi; Ouled Khaled; Youb; Hounet; Ouled Brahim; Sidi Boubekeur; Ain Soltane; Tircine; Sidi Amar; El Hassasna; Ain El Hadjar
DZA.37.1110,2.33,El Eulma
DZA.37.1133,3.31,Setif
DZA.37.R11b116e65fad6787,-1.22,Stif
DZA.37.R1e869ba21fc00d07,3.43,Stif
DZA.37.R335c6b210ad654a5,-1.25,Stif
DZA.37.R4a074afd046f6732,-0.95,Stif
DZA.38.1174,1.49,Sidi Bel Abbes
DZA.38.R3a8c3b061079f31e,-0.02,Sidi-Bel-Abbes
DZA.38.Rb88c8da1f97bbf1d,0.15,Sidi-Bel-Abbes
DZA.39.1204,1.6,Collo
DZA.39.1225,2.08,Skikda
DZA.39.R549e5f1cd500df18,0.31,Philippeville|Skidda
DZA.4.100,3.6,Djasr Kasentina
DZA.4.106,3.49,Kouba
DZA.4.96,3.05,Bordj El Kiffan
DZA.4.97,1.97,Bouzareah
DZA.4.R4a6719536a9ba131,4.57,Algeri|Algiers|Algier|al-Jazair|al-Djazair|El Djazar|Argel|Dzayer|Djezar
DZA.4.R8dcf0c9f37e6e830,3.04,Algeri|Algiers|Algier|al-Jazair|al-Djazair|El Djazar|Argel|Dzayer|Djezar
DZA.4.Rc22bdcf7087ec763,3.39,Algeri|Algiers|Algier|al-Jazair|al-Djazair|El Djazar|Argel|Dzayer|Djezar
DZA.40.1249,1.01,Souk Ahras
DZA.40.R8446493eab11e92d,-0.26,Souk-Ahras|Souq Ahras
DZA.41.1255,52.78,Abalissa
DZA.41.1256,70.5,Foggaret Azzouia
DZA.41.1257,45.78,Idles
DZA.41.1258,84.77,In Ghar
DZA.41.1260,49.54,In M'Guel
DZA.41.1261,84.21,In Salah
DZA.41.1263,31.56,Tazrouk
DZA.41.1264,45.47,Tin Zaouatine
DZA.41.Rf1bec67ab0b34c00,35.27,Tamanrasset|Tamenghasset|Tamenghest|Fort Laperrine
DZA.42.1269,13.53,Bir El Ater
DZA.42.1287,5.69,Ouenza
DZA.42.1291,4.84,Tebessa
DZA.42.R2f20de1f8554a01a,3.11,Tbessa
DZA.42.Re5a3087c17f3722e,12.53,Tbessa
DZA.43.1294,7.04,Ain Deheb
DZA.43.1307,9.89,Ksar Chellala
DZA.43.1331,7.08,Tiaret
DZA.43.R65faaadcb1d28e1f,9.63,Tendouf|Tihert
DZA.43.Rb57a238f2c8d7d5c,6.57,Tendouf|Tihert
DZA.43.Rc6c6dcaef534f29b,7.05,Tendouf|Tihert
DZA.44.1335,38.97,Oum El Assel
DZA.44.1336,33.44,Tindouf
DZA.45.R03609407c2b2b21b,7.86,Tibaza| Tefessedt
DZA.45.R837c11acc73afb43,8.97,Tibaza| Tefessedt
DZA.45.Ree350424a12e8199,6.41,Tibaza| Tefessedt
DZA.45.Rf557e02da2fac649,9,Tibaza| Tefessedt
DZA.47.R036851b36b2a6867,-0.6,Tizi-ouzou|Tizi Wezzu
DZA.47.R5f602222a436d70a,-1.68,Tizi-ouzou|Tizi Wezzu
DZA.47.R756488b4509dfc41,-2,Tizi-ouzou|Tizi Wezzu
DZA.47.Rcc450d0c4226b53e,0.06,Tizi-ouzou|Tizi Wezzu
DZA.48.1479,1.94,Ghazaouet
DZA.48.R0d99897581250884,-3.28,Tilimsene|Tlemsane|Tilimsen|Tremecm
DZA.48.R3b1c84e88056f42d,-0.8,Tilimsene|Tlemsane|Tilimsen|Tremecm
DZA.48.Rac4adae2d77a7c22,-0.68,Tilimsene|Tlemsane|Tilimsen|Tremecm
DZA.5.120,2.6,Annaba
DZA.5.126,0.88,El Hadjar
DZA.5.R2f9add8029ca4d34,2.27,Anaba|Bona|Bne
DZA.5.R6add77eb85db94d4,0.8,Anaba|Bona|Bne
DZA.6.136,19.97,Barika
DZA.6.137,2.77,Batna
DZA.6.R43f7d31d9787c3f2,6.95,Djezzar; Hidoussa; Taxlent; Timgad; Ouled Sellem; Ouled Ammar; Guiga; Boumia; Ain Touta; Teniet El Abed; Bouzina; Bitam; Djerma; Azil Abdelkader (Metkouak); Chir; Tighanimine; Ghessira; Chemora; Merouana; Ouled Fadhel; N'Gaous; Ain Djasser; Zanet El Beida; Ain Yagout; Lazrou; El Hassi; Seriana; Ksar Bellezma; Boulhilat; Talkhamt; Rehbat; Gosbat; Oued El Ma; Ras El Aioun; El Madher; Lemsane; Ouled Si Slimane; Fesdis; Ouyoun El Assafir; Oued Chaaba; Foum Toub; Arris; Tazoult; Ouled Aouf; Boumegueur; Oued Taga; Beni Foudala El Hakania; Sefiane; Tilatou; Seggana; Larbaa; Ichmoul; Maafa; Inoughissen; T Kout; Kimmel; Menaa; M'Doukal; Tigharghar
DZA.7.193,42.59,Bechar
DZA.7.209,57.32,Tabelbala
DZA.7.R68cf933296e08b7e,51.92,Colomb-Bchar|Bechar
DZA.8.221,0.05,Bejaia
DZA.8.Ra4e63c242ebaf3ca,-0.77,Bougie|Bedjaya|Bidjaia|Bugia|Bujia
DZA.9.264,33.14,Biskra
DZA.9.265,36.09,Bordj Ben Azzouz
DZA.9.R06c904ce1cbf5e3d,33.64,Beskra
DZA.9.R667244ed14b17f75,37.38,Beskra
DZA.9.R72eff9711dc82137,37.78,Beskra
DZA.9.Raa86c6cece64506d,37.49,Beskra
DZA.R9c0b07bee4871793,3.78,Vialar
ECU.10.78.R5d1a36609b0f3eaf,-5.16,Daule
ECU.10.78.R668d7ba38f458087,-5.07,Daule
ECU.10.79.401,-5.21,Eloy Alfaro
ECU.10.80.404,-3.63,Velasco Ibarra
ECU.10.80.Re0b3c2f26a0c0165,-4.79,El Empalme
ECU.10.82.406,-4.25,Guayaquil
ECU.10.82.409,-7.26,Posorja
ECU.10.82.410,-5.14,Puna
ECU.10.82.411,-6.82,Tenguel
ECU.10.82.R371130696fee28a5,-8.5,Guayaquil
ECU.10.84.413,-6.64,Isidro Ayora
ECU.10.84.414,-7.18,Lomas de Sargentillo
ECU.10.85.415,-4.41,Chobo
ECU.10.85.417,-4,Milagro
ECU.10.85.R781edf0a05066bd6,-4.03,Milagro
ECU.10.88.425,-7.05,Narcisa de Jesus
ECU.10.91.430,-8.33,General Villamil
ECU.10.95.445,-9.42,Simon Bolivar
ECU.10.95.R08b8aa135980abba,-9.52,Santa Elena
ECU.10.R254b7e03f728f184,-4.89,Samborondn; Balao
ECU.10.R7195f713f05a4b1a,-10.21,Salinas; La Libertad
ECU.11.100.R29aecd86a8b49969,-8.42,Cotacachi
ECU.11.100.Rda4f36b3bbaa80b0,-9.54,Cotacachi
ECU.11.101.467,-9.83,Ambuqui
ECU.11.101.468,-10.88,Angochagua
ECU.11.101.471,-10.52,La Esperanza
ECU.11.101.473,-10.42,Salinas
ECU.11.101.R62c46bf99b979dc4,-9.7,Ibarra
ECU.11.101.Re257d4c309b9b335,-9.15,Ibarra
ECU.11.102.475,-9.19,Las Golondrinas
ECU.11.103.480,-9.59,Pataqui
ECU.11.103.485,-10.32,Selva Alegre
ECU.11.103.R80259aba15f6aabb,-8.6,Otavalo
ECU.11.104.488,-10.73,Pimampiro
ECU.11.104.R0dc7b657ad112074,-11.28,Pimampiro
ECU.11.105.491,-10.74,La Merced de Buenos Aires
ECU.11.105.R92201372dd25a6b2,-10.97,San Miguel de Urcuqu
ECU.11.99,-7.53,Antonio Ante
ECU.13.122.589,-3.17,Babahoyo
ECU.13.122.591,-4.26,Febres Cordero
ECU.13.122.R9155a45907e85451,-3.32,Babahoyo
ECU.13.123,-5.51,Buena F
ECU.13.124.596,-3.72,Montalvo
ECU.13.127.603,-6.32,Quevedo
ECU.13.127.R07e9159706022a50,-4.15,Quevedo
ECU.13.127.Rbb71b19c94fb81b8,-7.12,Quevedo
ECU.13.129.609,-8.59,Ventanas
ECU.13.129.Race04f7274a6bfe8,-7.09,Ventanas
ECU.13.R0d893b7b03759f34,-3.65,Baba; Baba
ECU.14.133.624,-7.73,El Carmen
ECU.14.133.Rfd7c6c81d91eaf30,-7.95,El Carmen
ECU.14.137.639,-9.38,Manta
ECU.14.137.R4fd05c590d777a00,-11.84,Manta
ECU.14.138.643,-9.46,La Pila
ECU.14.138.Rabe7a19f03e4439b,-9.2,Montecristi
ECU.14.143.661,-7.99,Portoviejo
ECU.14.143.R3f95de56643c959c,-7.44,Portoviejo
ECU.14.R4240dc9a0bae5ace,-7.63,Veinticuatro de Mayo; Pajn; Puerto Lpez; Pajn; Jipijapa; Pajn
ECU.15,-11.21,Morona Santiago
ECU.16.157.747,-1.58,Cononaco
ECU.16.157.R8d54b11248edcb68,0.75,Aguarico
ECU.16.158.752,-3.49,Archidona
ECU.16.158.753,-7.37,Cotundo
ECU.16.158.754,-15.44,San Pablo de Ushpayacu
ECU.16.159.755,-11.96,El Chaco
ECU.16.159.756,-11.94,Gonzalo Diaz de Pineda
ECU.16.159.757,-13.46,Linares
ECU.16.159.758,-10.82,Oyacachi
ECU.16.159.759,-10.56,Santa Rosa
ECU.16.159.760,-12.12,Sardinas
ECU.16.160,-6.18,Joya de los Sachas
ECU.16.161.767,-11.24,Loreto
ECU.16.161.Rd97ac3773c64a439,-10.72,Loreto
ECU.16.162.773,-5.48,Puerto Fco. de Orellana
ECU.16.162.Raa337c1ce707beea,-5.17,Orellana
ECU.16.163.780,-12.78,Sumaco
ECU.16.163.R571740adb84e70f9,-11.64,Quijos
ECU.16.163.R7f7ffd0dd76778e1,-10.62,Quijos
ECU.16.164.788,-13.18,Tena
ECU.16.164.R4e4c1721b1e028b7,-8.83,Tena
ECU.16.164.R69c3acdf4f19d281,-9.71,Tena
ECU.17.165.789,-10.9,Madre Tierra
ECU.17.165.790,-10.77,Mera
ECU.17.165.791,-10.63,Shell
ECU.17.166.800,-7.41,Puyo
ECU.17.166.805,-10.45,Tarqui
ECU.17.166.R312c1fb2ca5d436d,-12.04,Pastaza
ECU.17.166.R892d9b98c9aafbff,-5.82,Pastaza
ECU.17.167.808,-13.4,Santa Clara
ECU.18.168.812,-11.22,Olmedo
ECU.18.168.Ra5339466911a2d7e,-10.08,Cayambe
ECU.18.169.816,-9.42,Aloasi
ECU.18.169.820,-9.06,Manual Cornejo Astorga
ECU.18.169.R0f7683fcd4546cbb,-7.54,Meja
ECU.18.169.R8e4c6b2b5aa6bfbf,-10.49,Meja
ECU.18.170.823,-7.77,La Concordia
ECU.18.171.825,-8.86,Malchingui
ECU.18.171.827,-8.68,Tocachi
ECU.18.171.Rab06cccfd9035a85,-9.38,Pedro Moncayo
ECU.18.172.829,-11.24,Pedro Vicente Maldonado
ECU.18.173.857,-3.63,Quito
ECU.18.173.R8b82ac59046f0bd0,-4.59,Quito
ECU.18.173.Re24ccb7f40be6fad,-8.5,Quito
ECU.18.173.Rfba089ae20c0c758,-8.27,Quito
ECU.18.174.864,-8.82,Cotogchoa
ECU.18.174.865,-9.85,Rumipamba
ECU.18.174.866,-6.18,Sangolqui
ECU.18.175.867,-6.99,Mindo
ECU.18.175.R4d5548bdd88ba1ae,-9.97,San Miguel de los Bancos
ECU.18.176.874,-8.35,San Jacinto del Bua
ECU.18.176.875,-13.51,Santo Domingo
ECU.18.176.R9c952e2c452ccdf3,-9.68,Santo Domingo de los Colorados
ECU.19.177,-10.73,Cascales
ECU.19.178.880,-1.22,Cuyabeno
ECU.19.178.R2c6866158ce8ee27,-3.68,Cuyabeno
ECU.19.179.882,-8.5,El Reventador
ECU.19.179.885,-14.09,Puerto Libre
ECU.19.179.R5d13ef5fced58f4b,-10.63,Gonzalo Pizarro
ECU.19.180.890,-7.52,Nueva Loja
ECU.19.180.R04b25724903a11f5,-6.32,Lago Agrio
ECU.19.181.894,-2.91,Puerto Bolivar
ECU.19.181.R3c7a97c21b9d4844,-2.36,Putumayo
ECU.19.181.Reda49b05a779c1ff,-4.02,Putumayo
ECU.19.182.899,-2.73,Paacocha
ECU.19.182.R423e3d98f5749696,-4.42,Shushufindi
ECU.19.182.Redcc47da00d3d8e2,-5.72,Shushufindi
ECU.19.183.904,-11.45,El Playon de San Fco.
ECU.19.183.906,-9.79,La Sofia
ECU.19.183.907,-14.03,Rosa Florida
ECU.19.183.R9d799653417a3276,-9.68,Sucumbos
ECU.20.184.R153cbeb2b2dae494,-6.37,Ambato
ECU.20.184.R49f0396e2410072f,-12.75,Ambato
ECU.20.185.928,-10.68,Baos de Agua Santa
ECU.20.185.929,-10.41,Lligua
ECU.20.185.930,-10.52,Rio Negro
ECU.20.185.931,-11.34,Rio Verde
ECU.20.185.932,-11.02,Ulba
ECU.20.191.Ra2ce63bc1f825b11,-10.64,Santiago de Pillaro
ECU.20.191.Rd196b9a0da940d67,-7.62,Santiago de Pillaro
ECU.20.192.960,-8.82,Quinchicoto
ECU.20.192.961,-6.72,Tisaleo
ECU.20.R174226225df846c9,-8.81,Quero; Cevallos; Quero; San Pedro de Pelileo; Mocha; San Pedro de Pelileo; Mocha; San Pedro de Pelileo
ECU.21.193,-12.46,Chinchipe
ECU.21.194.974,-18.86,Tundayme
ECU.21.194.R05915098dc7a4294,-18.96,El Pangui
ECU.21.195.975,-19.05,Guayzimi
ECU.21.195.976,-17.03,Zurmi
ECU.21.196.979,-13.77,Tutupali
ECU.21.196.R9d5f9ae1eef167aa,-12.56,Yacuambi
ECU.21.197.982,-17.94,Yantzaza
ECU.21.197.Ra60bd092b8f66b97,-17.17,Yanzatza
ECU.21.198.990,-15.59,Zamora
ECU.21.198.R2f997a72b9c3ad1d,-13,Zamora
ECU.21.198.Rdd0352b84849d0d2,-18.16,Zamora
ECU.9.70.387,-13.08,Isabela
ECU.9.71.388,-9.27,San Cristbal
ECU.9.72.389,-12.89,Santa Cruz
ECU.R2f07ecf921d537cc,-4.46,Gualaceo
ECU.R4dd261e8b957f9ec,1.37,Pasaje
ECU.Rf900637fae055fd5,8.21,Guano
EGY.1,2.01,Ad Daqahliyah
EGY.10,16.33,Al Minya
EGY.11,6.51,Al Qahirah
EGY.12,5.29,Al Qalyubiyah
EGY.13,36.08,Al Wadi al Jadid
EGY.14,8.85,As Suways
EGY.15,3.39,Ash Sharqiyah
EGY.16,45.51,Aswan
EGY.17,17.62,Asyut
EGY.18,12.37,Bani Suwayf
EGY.19,6.42,Bur Sa`id
EGY.2,23.21,Al Bahr al Ahmar
EGY.20,1.14,Dumyat
EGY.21,15.97,Janub Sina'
EGY.22,1.28,Kafr ash Shaykh
EGY.23,8.5,Matruh
EGY.24,30.08,Qina
EGY.25,4.83,Shamal Sina'
EGY.26,23.25,Suhaj
EGY.3,2.16,Al Buhayrah
EGY.4,11.7,Al Fayyum
EGY.5,2.3,Al Gharbiyah
EGY.6,3.83,Al Iskandariyah
EGY.7,3.73,Al Isma`iliyah
EGY.8,11.07,Al Jizah
EGY.9,3.86,Al Minufiyah
ERI.1.1,-14.67,Asmara City
ERI.1.R823257e41121a1dc,-16.84,Serejeka; Berikh; Ghala Nefhi
ERI.2.10,55.9,Mitswa`e City
ERI.2.11,-5.7,Nakfa
ERI.2.8,13.67,Ghida`e
ERI.2.9,17.09,Karora
ERI.2.R63789c32ba29a018,41.42,Foro; Ghelaelo'
ERI.2.Rac763a1b0e4a15c4,13.44,Afabet; Sheib
ERI.3.13,41.23,Areta'
ERI.3.14,45.64,Central So. Red-Sea
ERI.3.15,53.85,Dahlak
ERI.3.16,44.7,So. Southern Red-Sea
ERI.4.R34a4333b5b0c8f4a,57.11,Teseneye; Omhajer
ERI.4.Rb63ef806b0081167,27.76,Mansura; Forto; Dghe; Akordat; Logo Anseba; Gogne; Haykota; Mogolo; Shemboko; Barentu; La`Elay Gash
ERI.5.R118931154c4060bc,-9.96,Areza; May Mine
ERI.5.R9095eea5ff08e556,-15.29,Dekemehare; Segeneyiti; Adi Keyih; Senafe; Tsorena
ERI.5.Rbeb1dd747c42a145,-15.29,Dibarwa; Mendefera; Kudo Bu`er; Adi Kwala
ERI.6.48,-4.33,Keren
ERI.6.50,35.28,Sel`a
ERI.6.R3664bd623287c513,5.96,Gheleb; Elabered; Adi Teklezan; Asmat; Habero; Kerke Bet; Halhal; Hagaz
ESH.2,5.26,Es Semara
ESH.3,-7.14,Laayoune
ESH.Rcefd6804eb606f2b,-5.01,Western Sahara (unnamed region)
ESP.1.3,10.88,Crdoba
ESP.1.6,13.12,Jan
ESP.1.7,7.21,Mlaga
ESP.1.8,8.72,Sevilla
ESP.1.R5a4da6f4124e2617,11.76,Granada; Almera
ESP.1.R93e066a4394620ad,5.03,Huelva
ESP.10.35,7.01,Alicante
ESP.10.36,8.84,Castelln
ESP.10.37.267.R0f920c0a8a329b01,11.6,Valencia
ESP.10.37.267.Red8b9e124d248414,8.7,Valencia
ESP.10.37.268.6659,6.77,Valencia
ESP.10.37.279,-0.37,Rincn de Ademuz
ESP.10.37.R20a753fa2a8c3ea2,8.22,Valencia
ESP.10.37.R5a4c9ea783c4f9c1,14.82,Valencia
ESP.11.38,11.25,Badajoz
ESP.11.39,14.56,Cceres
ESP.12.40.306.7341,7.92,Vilarmaior
ESP.12.40.306.R1f70844142f273d9,8.07,A Corua
ESP.12.40.306.R5212c97bc8719d79,7.48,A Corua
ESP.12.40.306.R56ebc25fdcc516ef,6.19,A Corua
ESP.12.40.306.R5a12a51eedb7dd5b,7.86,A Corua
ESP.12.40.306.Rab4f93dcde928904,7.74,A Corua
ESP.12.40.R800bf004b2856edd,7.98,A Corua
ESP.12.43,8.07,Pontevedra
ESP.12.Rcd096c738e3273de,5.05,Lugo
ESP.13.44.322.7591,6.13,Eivissa
ESP.13.44.322.7592,6.1,Formentera
ESP.13.44.322.R49f1a9e5354ccc79,6.59,Baleares
ESP.13.44.326.7613,5.61,Palma de Mallorca
ESP.13.44.326.Ra56af7735a732508,5.49,Baleares
ESP.13.44.327.7620,7.93,Dey
ESP.13.44.327.7625,6.5,Pollena
ESP.13.44.327.R1d04ab482adf6b6f,7.58,Baleares
ESP.13.44.327.R98c9d0d2cfc6b876,9.79,Baleares
ESP.13.44.327.Ree492d1acd4a56e4,6.97,Baleares
ESP.13.44.R0a3112fb0d1c51dc,7.22,Baleares
ESP.13.44.R38c45d9032c79cee,6.58,Baleares
ESP.14.45.330,4.48,n.a. (144)
ESP.15.46,7.74,La Rioja
ESP.16.49.347.R024e90a6bd56c065,9.45,Vizcaya
ESP.16.49.347.R6e9a89dee82d5aaa,8.5,Vizcaya
ESP.16.49.348,3.58,n.a. (262)
ESP.16.Rb8f2287422518b01,8.38,Guipzcoa
ESP.2.10,7.83,Teruel
ESP.2.11,15.74,Zaragoza
ESP.2.9,14.99,Huesca
ESP.4.13,16.37,Albacete
ESP.4.14,17.76,Ciudad Real
ESP.4.15,16.78,Cuenca
ESP.4.16,16.52,Guadalajara
ESP.4.17,17.54,Toledo
ESP.5.18,5.22,vila
ESP.5.19.132.2797,1.24,Rebolledo de la Torre
ESP.5.19.R2b809da9d9c2adfc,-0.73,Burgos
ESP.5.19.R3bb10bc55490d10d,6.42,Burgos
ESP.5.19.Raf3c3a4a717f845c,-0.66,Burgos
ESP.5.20,1.92,Len
ESP.5.21,4.85,Palencia
ESP.5.22.R4a18bb407c0c3c78,9.22,Salamanca
ESP.5.22.Rf3890638953be739,10.83,Salamanca
ESP.5.23,3.9,Segovia
ESP.5.24,-0.41,Soria
ESP.5.25,9.61,Valladolid
ESP.5.26,8.94,Zamora
ESP.6.27.191.4867,-33.22,Bag
ESP.6.27.192.4868,-7.91,Montmajor
ESP.6.27.194.4911,12.07,Castellol
ESP.6.27.194.Ra86f640249a27d74,12.15,Barcelona
ESP.6.27.194.Rd2621ac234d7e143,12.11,Barcelona
ESP.6.27.195.R1b760a239d866788,10.24,Barcelona
ESP.6.27.195.R38501c2ea76e836c,12.37,Barcelona
ESP.6.27.196.4975,12.1,Granera
ESP.6.27.196.R55ff25d9230140db,11.64,Barcelona
ESP.6.27.198.R293159711daeeef4,7.15,Barcelona
ESP.6.27.198.R95588b91765f9287,2.97,Barcelona
ESP.6.27.201.5116,7.64,Barcelona
ESP.6.27.201.R8742d195eae4ac34,8.08,Barcelona
ESP.6.27.202,9.15,n.a. (38)
ESP.6.27.R1d01b61530750cfc,9.56,Barcelona
ESP.6.27.Reb525b15d44ddbfd,11.9,Barcelona
ESP.6.28,11.77,Girona
ESP.6.R87a9dd8cd07a0f37,11.82,Lleida
ESP.8.33.233.R6f9e0c8f38427a5e,9.54,Madrid
ESP.8.33.233.Rec0b913fc251cb4b,3.61,Madrid
ESP.8.33.235.5912,15.74,Madrid
ESP.8.33.235.Rcfbaeeef163761a3,16.81,Madrid
ESP.8.33.R427f0fb98c8ca8ba,18.23,Madrid
ESP.9.34,10.21,Navarra
ESP.R3c3bb4fdfe8faed1,8.39,Murcia; Ceuta; Melilla
ESP.R92c6a9d7b84ad6b1,9.05,Asturias
EST.R517223a810af0fb6,-32.11,Voru|Vrumaa|Vru maakond; Peipsi jrv|Pihkva jrv|Lake Peipsi|
EST.Rbb9dc727e9abfff8,-31.3,Saaremaa|Saare maakond|sel
EST.Rbeedc5abaf53c632,-35.8,Jogeva|Jgevamaa|Jgeva maakond
ETH.1.1.R4f98e08cb8191930,-22.95,Unknown
ETH.1.1.Rda4a8c5d5c2cee02,-23.09,Unknown
ETH.1.2,-22.95,Zone 1
